year,median_gpu_price,median_perf_per_dollar,count,btc_avg_price,sp500_close,sp500_return,tsmc_close,tsmc_return,nvda_close,nvda_return,amd_close,amd_return,micron_close,micron_return
2014.0,89.0,0.0085685393258426,9,363.6930847167969,2058.89990234375,0.1139063378674811,16.706459045410156,0.312134145441725,0.4810919463634491,0.2739581455737778,2.6700000762939453,-0.3100774792637437,34.159141540527344,0.60965489434825
2015.0,2857.0,0.0015053552677633,3,272.453380595168,2043.93994140625,-0.0072659972058235,17.52250099182129,0.0488458951231396,0.8039793968200684,0.6711553849473266,2.869999885559082,0.0749062934645092,13.815865516662598,-0.5955441239566552
2016.0,438.0,0.0041381278538812,3,568.4924068763607,2238.830078125,0.0953502266728365,22.97495460510254,0.3111686862409772,2.628693103790283,2.2696025721397786,11.34000015258789,2.9512197229160635,21.38727569580078,0.5480228632803859
2017.0,375.0,0.0053416666666666,5,4006.0336286988977,2673.610107421875,0.1941996552328793,32.717857360839844,0.4240662461885121,4.783904075622559,0.8198792657555576,10.279999732971191,-0.09347446255323,40.12065505981445,0.8759123710034662
2018.0,4299.0,0.0037196173215561,4,7572.298946516481,2506.85009765625,-0.0623725984962068,31.57082939147949,-0.0350581627858441,3.3097329139709477,-0.3081523246177899,18.459999084472656,0.795719801943733,30.9588623046875,-0.2283560111734955
2020.0,4649.0,0.0083265218326521,1,11116.378092447916,3756.070068359375,0.1625892305570617,100.26839447021484,0.9266838903114872,13.018390655517578,1.222956796875986,91.70999908447266,0.9997818984714926,73.35289764404297,0.397917600234263
2021.0,724.5,0.0177884187082405,4,47436.932020547945,4766.18017578125,0.2689273866137125,112.39550018310548,0.1209464435624629,29.35414123535156,1.2548210460184963,143.89999389648438,0.5690763857051218,91.11024475097656,0.2420810585166526
2022.0,3600.0,0.0127917808219178,3,28197.754098886988,3839.5,-0.1944282720342927,71.09191131591797,-0.3674843636969371,14.599384307861328,-0.5026465195895731,64.7699966430664,-0.5498957651821776,49.26354598999024,-0.4592974025628199
2023.0,1750.0,0.0169666666666666,4,28859.44825021404,4769.830078125,0.2423050079762989,101.18489837646484,0.4232969194880662,49.49442672729492,2.3901721938125613,147.41000366210938,1.2758995106091229,84.69939422607422,0.7193117654032481
2024.0,365.0,0.0184899845916795,5,65964.11510630124,5881.6298828125,0.2330900234342401,194.86436462402344,0.9258245820341507,134.25328063964844,1.7124928909543495,120.79000091552734,-0.180584777730553,83.88507843017578,-0.0096141867759398
2025.0,429.0,0.0305157593123209,11,101641.92178938356,6845.5,0.1638780638006745,303.8900146484375,0.5594950633214599,186.5,0.3891653083740121,214.16000366210935,0.7729944700627904,285.4100036621094,2.4023930000814007
